,Make,Model,Style,Fuel_type,Transmission
575,Volkswagen,Jetta,Sedan,Metan/Propan,0
576,Toyota,Auris,Crossover,Petrol,0
577,Mercedes,Rare,Coupe,Petrol,1
578,Toyota,Rav 4,Crossover,Hybrid,1
579,Mercedes,Rare,Coupe,Petrol,1
580,BMW,3 Series,Sedan,Metan/Propan,0
581,Hyundai,ix35,SUV,Diesel,1
582,Mitsubishi,Outlander,SUV,Petrol,1
583,Volvo,XC90,SUV,Metan/Propan,1
584,Volkswagen,Golf,Hatchback,Petrol,1
585,Opel,Zafira,Minivan,Metan/Propan,0
586,Toyota,Auris,Hatchback,Diesel,0
587,Ford,Rare,Crossover,Petrol,1
588,Volkswagen,Sharan,Minivan,Petrol,1
589,Opel,Corsa,Hatchback,Diesel,0
590,Opel,Insignia,Sedan,Diesel,0
591,Toyota,Rav 4,SUV,Diesel,1
592,Volkswagen,Caddy,Minivan,Petrol,0
593,Opel,Astra,Hatchback,Diesel,1
594,Mercedes,C Class,Sedan,Diesel,1
595,Ford,Fiesta,Hatchback,Petrol,0
596,Nissan,Qashqai,Crossover,Diesel,0
597,Toyota,Prius,Hatchback,Hybrid,1
598,Mercedes,E Class,Hatchback,Hybrid,1
599,Dacia,Duster,SUV,Diesel,0
600,Toyota,Auris,Universal,Diesel,0
601,Dacia,Logan,Sedan,Metan/Propan,0
602,Seat,Ibiza,Universal,Diesel,0
603,Mazda,Rare,Universal,Metan/Propan,1
604,Ford,Fusion,Hatchback,Petrol,0
605,Hyundai,Santa FE,SUV,Diesel,1
606,Dacia,Logan,Sedan,Metan/Propan,0
607,Renault,Talisman,Universal,Diesel,1
608,Opel,Zafira,Universal,Metan/Propan,0
609,Volkswagen,Golf,Hatchback,Petrol,0
610,Seat,Rare,Hatchback,Petrol,0
611,Volkswagen,Touran,Minivan,Metan/Propan,1
612,Dacia,Lodgy,Minivan,Diesel,0
613,Nissan,Qashqai,Crossover,Diesel,0
614,Toyota,Camry,Sedan,Hybrid,1
615,Renault,Grand Scenic,Universal,Diesel,0
616,Dacia,Lodgy,Universal,Diesel,0
617,Citroen,Berlingo,Combi,Metan/Propan,0
618,Toyota,Prius,Hatchback,Hybrid,1
619,Renault,Megane,Universal,Diesel,0
620,Dacia,Logan Mcv,Universal,Diesel,0
621,Opel,Combo,Microvan,Metan/Propan,0
622,Dacia,Rare,Crossover,Diesel,0
623,Opel,Combo,Minivan,Diesel,0
624,Mitsubishi,Rare,Minivan,Diesel,0
625,Volkswagen,Jetta,Sedan,Petrol,1
626,Renault,Megane,Universal,Diesel,0
627,Audi,Q7,Crossover,Diesel,1
628,Volkswagen,Transporter,Universal,Diesel,1
629,Ford,Focus,Universal,Diesel,1
630,Nissan,Rare,SUV,Diesel,1
631,Nissan,Qashqai,SUV,Diesel,0
632,BMW,5 Series,Sedan,Diesel,1
633,Skoda,Fabia,Hatchback,Petrol,0
634,Dacia,Lodgy,Universal,Diesel,0
635,Ford,Kuga,SUV,Diesel,1
636,Nissan,Qashqai,Crossover,Diesel,0
637,Mitsubishi,Lancer,Sedan,Petrol,1
638,Volkswagen,Rare,Sedan,Diesel,1
639,Toyota,Avensis,Universal,Diesel,1
640,Renault,Scenic,Universal,Diesel,0
641,Hyundai,Rare,Sedan,Petrol,1
642,Nissan,Qashqai+2,Crossover,Diesel,0
643,Ford,Fiesta,Hatchback,Diesel,0
644,Skoda,Octavia,Sedan,Petrol,0
645,Opel,Astra,Universal,Diesel,0
646,Renault,Megane,Universal,Diesel,1
647,Ford,C-Max,Universal,Diesel,1
648,Volvo,XC60,Crossover,Diesel,1
649,Renault,Megane,Universal,Diesel,0
650,Volkswagen,Passat,Sedan,Petrol,1
651,Dacia,Lodgy,Universal,Diesel,0
652,Mazda,6,Sedan,Petrol,0
653,Renault,Kadjar,Crossover,Diesel,1
654,Volkswagen,Passat CC,Sedan,Petrol,1
655,Nissan,Qashqai,Crossover,Petrol,0
656,KIA,Sorento,SUV,Diesel,1
657,Nissan,Qashqai,Crossover,Diesel,1
658,Ford,Fusion,Sedan,Plug-in Hybrid,1
659,Renault,Scenic,Universal,Diesel,0
660,Renault,Megane,Universal,Diesel,1
661,Honda,Accord,Sedan,Hybrid,1
662,Ford,Rare,Minivan,Diesel,0
663,Mercedes,A Class,Hatchback,Diesel,1
664,KIA,Sorento,SUV,Diesel,1
665,Hyundai,Sonata,Sedan,Hybrid,1
666,Renault,Clio,Universal,Diesel,1
667,Volkswagen,Polo,Hatchback,Diesel,0
668,Toyota,Prius,Hatchback,Hybrid,1
669,Mercedes,E Class,Sedan,Diesel,1
670,BMW,7 Series,Sedan,Hybrid,1
671,Toyota,Auris,Hatchback,Hybrid,1
672,Renault,Rare,Crossover,Diesel,1
673,Opel,Insignia,Universal,Diesel,0
674,Honda,Civic,Sedan,Hybrid,1
675,Skoda,Fabia,Universal,Diesel,0
676,Mercedes,C Class,Sedan,Petrol,1
677,Skoda,Fabia,Universal,Diesel,0
678,Infiniti,Rare,Sedan,Diesel,1
679,Skoda,Fabia,Universal,Diesel,0
680,Audi,Q5,Crossover,Petrol,1
681,Skoda,Octavia,Universal,Diesel,1
682,Seat,Rare,Universal,Petrol,0
683,Renault,Grand Scenic,Universal,Diesel,0
684,Toyota,Auris,Sedan,Diesel,0
685,Volkswagen,Passat,Universal,Diesel,0
686,Nissan,Qashqai,Crossover,Diesel,0
687,Toyota,Avensis,Universal,Diesel,0
688,Nissan,Juke,Crossover,Petrol,1
689,Mercedes,E Class,Sedan,Diesel,1
690,Mercedes,M Class,SUV,Diesel,1
691,Ford,Fusion,Sedan,Plug-in Hybrid,1
692,Mitsubishi,Outlander,SUV,Metan/Propan,1
693,Chevrolet,Aveo,Sedan,Metan/Propan,0
694,Land Rover,Range Rover,SUV,Diesel,1
695,Toyota,Auris,Hatchback,Diesel,0
696,Audi,A6,Sedan,Petrol,1
697,BMW,5 Series,Sedan,Petrol,0
698,Mercedes,S Class,Sedan,Hybrid,1
699,Nissan,Rare,Hatchback,Petrol,0
700,Skoda,Octavia,Sedan,Petrol,0
701,Volkswagen,Transporter,Minivan,Diesel,0
702,Ford,Fiesta,Hatchback,Diesel,0
703,Hyundai,Tucson,Crossover,Diesel,0
704,Skoda,Rare,Crossover,Diesel,1
705,Mercedes,Rare,Coupe,Diesel,1
706,Renault,Megane,Sedan,Diesel,0
707,Opel,Vectra,Universal,Diesel,0
708,Toyota,Rav 4,Crossover,Hybrid,1
709,BMW,5 Series,Universal,Diesel,0
710,Land Rover,Range Rover Sport,SUV,Diesel,0
711,Seat,Rare,Microvan,Diesel,0
712,BMW,5 Series,Sedan,Diesel,1
713,Porsche,Cayenne,Crossover,Petrol,1
714,Renault,Megane,Universal,Diesel,0
715,Dacia,Rare,Minivan,Petrol,0
716,Honda,CR-V,SUV,Petrol,0
717,Volkswagen,Passat,Sedan,Metan/Propan,1
718,Mercedes,E Class,Sedan,Diesel,1
719,Dacia,Logan Mcv,Universal,Diesel,0
720,Audi,A6,Sedan,Diesel,1
721,Dacia,Logan,Universal,Diesel,0
722,Volkswagen,Jetta,Sedan,Petrol,0
723,Toyota,Prius,Hatchback,Petrol,1
724,Toyota,Rare,Minivan,Hybrid,1
725,BMW,X5,Crossover,Petrol,1
726,Renault,Grand Scenic,Universal,Diesel,1
727,Nissan,Qashqai,Crossover,Diesel,0
728,Audi,A6,Sedan,Petrol,0
729,Toyota,Auris,Hatchback,Diesel,0
730,Renault,Rare,Universal,Diesel,1
731,Renault,Megane,Cabriolet,Diesel,0
732,Renault,Megane,Sedan,Diesel,0
733,Toyota,Corolla Verso,Minivan,Petrol,0
734,Mitsubishi,Outlander,SUV,Plug-in Hybrid,1
735,BMW,Rare,Sedan,Petrol,1
736,KIA,Rio,Hatchback,Diesel,0
737,BMW,3 Series,Sedan,Diesel,0
738,Mercedes,E Class,Sedan,Petrol,1
739,Toyota,Corolla Verso,Universal,Diesel,0
740,Volkswagen,Passat,Universal,Petrol,1
741,Volkswagen,Passat,Sedan,Diesel,1
742,Suzuki,Rare,Crossover,Petrol,1
743,Volkswagen,Caddy,Minivan,Diesel,0
744,Land Rover,Range Rover Sport,SUV,Petrol,1
745,Mazda,Rare,SUV,Metan/Propan,1
746,Volkswagen,Passat,Universal,Petrol,0
747,Audi,A4,Universal,Petrol,0
748,Skoda,Rare,Universal,Metan/Propan,1
749,Mercedes,Vito,Microvan,Diesel,1
750,Skoda,Superb,Sedan,Diesel,1
751,BMW,5 Series,Sedan,Diesel,0
752,Skoda,Octavia,Sedan,Diesel,1
753,Mercedes,M Class,SUV,Diesel,1
754,Volkswagen,Rare,Sedan,Diesel,1
755,BMW,3 Series,Universal,Petrol,1
756,Volkswagen,Golf,Hatchback,Petrol,1
757,Mercedes,Vito,Minivan,Diesel,1
758,Volkswagen,Jetta,Sedan,Hybrid,1
759,Mazda,Rare,Hatchback,Petrol,1
760,Chevrolet,Rare,Hatchback,Plug-in Hybrid,1
761,Mercedes,E Class,Sedan,Diesel,0
762,Nissan,Qashqai,Crossover,Diesel,0
763,Toyota,Prius,Hatchback,Hybrid,1
764,BMW,5 Series,Sedan,Petrol,0
765,BMW,5 Series,Sedan,Metan/Propan,1
766,Honda,CR-V,Crossover,Metan/Propan,1
767,Lexus,RX Series,Crossover,Hybrid,1
768,Renault,Grand Scenic,Universal,Diesel,1
769,Volkswagen,Jetta,Sedan,Petrol,1
770,Renault,Scenic,Hatchback,Diesel,0
771,Skoda,Rare,Universal,Metan/Propan,0
772,Peugeot,Rare,Hatchback,Petrol,1
773,BMW,3 Series,Sedan,Diesel,0
774,Toyota,Land Cruiser Prado,Universal,Metan/Propan,1
775,Toyota,Corolla,Hatchback,Metan/Propan,0
776,Volkswagen,Passat,Sedan,Petrol,1
777,Skoda,Octavia,Universal,Metan/Propan,1
778,Skoda,Rare,Crossover,Petrol,1
779,Chrysler,Rare,Sedan,Metan/Propan,1
780,Mercedes,Vito,Minivan,Diesel,0
781,BMW,Rare,Hatchback,Petrol,0
782,Honda,CR-V,Crossover,Hybrid,1
783,Skoda,Octavia,Hatchback,Petrol,0
784,Opel,Zafira,Minivan,Metan/Propan,0
785,Mercedes,C Class,Sedan,Metan/Propan,0
786,Skoda,Fabia,Universal,Metan/Propan,0
787,BMW,5 Series,Sedan,Petrol,1
788,Hyundai,Tucson,Crossover,Petrol,1
789,Land Rover,Freelander,Crossover,Diesel,0
790,Volkswagen,Sharan,Minivan,Petrol,0
791,Audi,Rare,SUV,Petrol,1
792,Toyota,Avensis,Sedan,Diesel,0
793,Saab,Rare,Hatchback,Petrol,0
794,Ford,Focus,Hatchback,Petrol,0
795,Renault,Grand Scenic,Minivan,Diesel,1
796,Land Rover,Range Rover,Crossover,Diesel,1
797,Renault,Rare,Minivan,Metan/Propan,0
798,Citroen,Rare,Combi,Diesel,0
799,Mercedes,Vito,Minivan,Diesel,1
800,Volkswagen,Jetta,Sedan,Hybrid,1
801,Honda,Rare,Sedan,Plug-in Hybrid,1
802,BMW,X3,Crossover,Diesel,1
803,Hyundai,Rare,Hatchback,Petrol,0
804,Lexus,RX Series,SUV,Metan/Propan,1
805,BMW,X3,Crossover,Diesel,1
806,BMW,5 Series,Sedan,Diesel,1
807,Mercedes,E Class,Universal,Diesel,1
808,Honda,Accord,Sedan,Petrol,1
809,Volkswagen,Transporter,Minivan,Diesel,1
810,Renault,Clio,Hatchback,Diesel,1
811,Ford,Rare,Sedan,Petrol,1
812,Jaguar,Rare,Crossover,Petrol,1
813,Hyundai,Rare,Hatchback,Petrol,0
814,Honda,Accord,Sedan,Petrol,0
815,Skoda,Fabia,Universal,Diesel,1
816,Land Rover,Freelander,Crossover,Diesel,1
817,Audi,Q5,Crossover,Petrol,1
818,Mercedes,Rare,Minivan,Diesel,1
819,Toyota,Prius,Hatchback,Petrol,1
820,Seat,Ibiza,Universal,Diesel,0
821,Skoda,Superb,Sedan,Diesel,1
822,BMW,Rare,Crossover,Petrol,1
823,Volkswagen,Touran,Minivan,Petrol,1
824,Audi,Q7,SUV,Diesel,1
825,Volkswagen,Tiguan,Crossover,Diesel,0
826,Volkswagen,Caddy,Minivan,Diesel,0
827,Toyota,Avensis,Universal,Diesel,1
828,Dacia,Logan,Sedan,Metan/Propan,0
829,Renault,Kadjar,Crossover,Diesel,1
830,Porsche,Rare,Sedan,Hybrid,1
831,BMW,5 Series,Sedan,Petrol,0
832,Porsche,Rare,Hatchback,Petrol,1
833,Opel,Combo,Minivan,Petrol,0
834,Honda,Rare,Hatchback,Hybrid,1
835,Volkswagen,Caddy,Combi,Diesel,0
836,Citroen,Rare,Hatchback,Petrol,0
837,Mitsubishi,Outlander,Crossover,Plug-in Hybrid,1
838,Honda,CR-V,Crossover,Diesel,0
839,Audi,Q7,Crossover,Petrol,1
840,Skoda,Octavia,Sedan,Petrol,0
841,Volkswagen,Golf,Universal,Petrol,0
842,Renault,Grand Scenic,Universal,Diesel,0
843,Renault,Grand Scenic,Universal,Diesel,0
844,Renault,Grand Scenic,Universal,Petrol,0
845,Hyundai,Sonata,Sedan,Plug-in Hybrid,1
846,Renault,Grand Scenic,Universal,Diesel,0
847,BMW,5 Series,Sedan,Metan/Propan,0
848,Ford,Mondeo,Universal,Metan/Propan,1
849,Renault,Kadjar,Crossover,Diesel,1
850,Mercedes,Vito,Minivan,Diesel,0
851,Audi,A4,Universal,Diesel,0
852,Audi,Q5,Crossover,Petrol,1
853,Renault,Grand Scenic,Universal,Diesel,0
854,Audi,Q7,Crossover,Diesel,1
855,Renault,Grand Scenic,Universal,Diesel,1
856,Toyota,Camry,Sedan,Metan/Propan,1
857,Subaru,Rare,Universal,Diesel,0
858,Dacia,Duster,Crossover,Diesel,0
859,Toyota,Auris,Hatchback,Diesel,0
860,Mercedes,C Class,Sedan,Metan/Propan,0
861,Volkswagen,Transporter,Crossover,Diesel,0
862,Ford,Fusion,Sedan,Plug-in Hybrid,1
863,Audi,Q5,SUV,Petrol,1
864,Renault,Altele,Universal,Petrol,0
865,Volkswagen,Passat,Universal,Metan/Propan,0
866,Audi,A6,Sedan,Diesel,0
867,Vaz,2106,Sedan,Petrol,0
868,Volkswagen,Passat,Universal,Metan/Propan,0
869,Opel,Zafira,Minivan,Metan/Propan,0
870,Hyundai,Rare,Hatchback,Petrol,0
871,Toyota,Auris,Hatchback,Hybrid,1
872,Volvo,XC60,Crossover,Petrol,1
873,Renault,Scenic,Minivan,Diesel,0
874,Dacia,Logan Mcv,Universal,Metan/Propan,0
875,Renault,Laguna,Universal,Diesel,0
876,Skoda,Octavia,Sedan,Metan/Propan,0
877,Dacia,Logan Mcv,Universal,Diesel,0
878,Dacia,Logan,Sedan,Petrol,0
879,Volkswagen,Transporter,Minivan,Diesel,0
880,Lexus,GS Series,Sedan,Petrol,1
881,Land Rover,Rare,SUV,Diesel,1
882,Volkswagen,Jetta,Sedan,Hybrid,1
883,Land Rover,Freelander,SUV,Diesel,1
884,Opel,Combo,Minivan,Diesel,0
885,BMW,7 Series,Sedan,Petrol,1
886,Toyota,Avalon,Sedan,Hybrid,1
887,Vaz,Rare,Universal,Petrol,0
888,Audi,A4,Sedan,Petrol,1
889,Opel,Astra,Hatchback,Diesel,0
890,Toyota,Auris,Hatchback,Diesel,0
891,Mazda,Rare,Hatchback,Petrol,0
892,Renault,Megane,Universal,Diesel,0
893,Volvo,XC90,SUV,Diesel,1
894,Lexus,NX Series,SUV,Hybrid,1
895,Toyota,Rare,Sedan,Hybrid,1
896,Nissan,Qashqai,Crossover,Diesel,0
897,Dacia,Duster,Crossover,Diesel,0
898,Toyota,Auris,Universal,Hybrid,1
899,Citroen,Rare,Hatchback,Hybrid,1
900,Nissan,Juke,Crossover,Petrol,1
901,Renault,Kadjar,Crossover,Diesel,1
902,Mercedes,E Class,Sedan,Diesel,1
903,Toyota,Avalon,Sedan,Hybrid,1
904,Skoda,Superb,Sedan,Diesel,0
905,Jeep,Rare,SUV,Diesel,1
906,Nissan,Qashqai,Crossover,Diesel,0
907,Nissan,Qashqai,SUV,Diesel,0
908,Dacia,Duster,Crossover,Diesel,0
909,Lexus,RX Series,SUV,Petrol,1
910,Mercedes,E Class,Sedan,Petrol,1
911,Hyundai,Rare,Hatchback,Diesel,0
912,Opel,Zafira,Minivan,Metan/Propan,0
913,Daewoo,Rare,Sedan,Petrol,0
914,Ford,Mondeo,Universal,Petrol,0
915,BMW,5 Series,Sedan,Diesel,1
916,Dacia,Logan,Minivan,Metan/Propan,0
917,Volkswagen,Passat,Universal,Petrol,0
918,Volkswagen,Tiguan,Crossover,Petrol,1
919,Nissan,Qashqai,Crossover,Petrol,1
920,Dacia,Logan,Sedan,Petrol,0
921,Skoda,Superb,Sedan,Diesel,1
922,Volkswagen,Golf,Universal,Metan/Propan,1
923,Volkswagen,Golf,Universal,Petrol,0
924,Mercedes,E Class,Sedan,Diesel,1
925,Renault,Laguna,Universal,Diesel,0
926,Audi,Q7,SUV,Petrol,1
927,Opel,Astra,Hatchback,Petrol,0
928,Toyota,Avensis,Sedan,Petrol,1
929,Renault,Rare,Minivan,Diesel,0
930,BMW,X3,SUV,Petrol,1
931,Honda,Civic,Hatchback,Petrol,1
932,Ford,Focus,Universal,Diesel,1
933,Toyota,C-HR,Crossover,Hybrid,1
934,Nissan,Qashqai,Crossover,Diesel,0
935,Nissan,Qashqai,Crossover,Diesel,0
936,KIA,Rare,Crossover,Hybrid,1
937,Ford,Kuga,Crossover,Diesel,1
938,Renault,Kangoo,Minivan,Diesel,0
939,Ford,Kuga,Crossover,Diesel,0
940,Ford,Kuga,Crossover,Diesel,0
941,Mercedes,GLC,Crossover,Diesel,1
942,Ford,Transit Connect,Minivan,Diesel,0
943,BMW,Rare,Sedan,Petrol,1
944,Hyundai,Tucson,Crossover,Metan/Propan,0
945,Ford,C-Max,Minivan,Diesel,0
946,Renault,Kangoo,Minivan,Diesel,0
947,Ford,Kuga,SUV,Diesel,1
948,Skoda,Superb,Sedan,Petrol,1
949,Toyota,Camry,Sedan,Hybrid,1
950,BMW,3 Series,Sedan,Diesel,0
951,Honda,CR-V,Crossover,Diesel,1
952,Seat,Ibiza,Universal,Diesel,0
953,Volkswagen,Passat,Universal,Diesel,0
954,Volkswagen,Golf,Universal,Petrol,0
955,Ford,Focus,Sedan,Metan/Propan,1
956,Dacia,Logan,Sedan,Metan/Propan,0
957,Audi,A5,Coupe,Petrol,1
958,Hyundai,Getz,Hatchback,Petrol,1
959,Dacia,Logan Mcv,Universal,Metan/Propan,0
960,Skoda,Octavia,Universal,Petrol,0
961,Opel,Astra,Universal,Diesel,0
962,Renault,Megane,Universal,Petrol,0
963,Nissan,Qashqai,SUV,Diesel,0
964,Dacia,Lodgy,Minivan,Diesel,0
965,Lexus,NX Series,SUV,Hybrid,1
966,Mercedes,E Class,Sedan,Diesel,1
967,Opel,Astra,Hatchback,Petrol,0
968,BMW,3 Series,Sedan,Diesel,1
969,KIA,Sorento,SUV,Diesel,1
970,Honda,Accord,Sedan,Petrol,1
971,Audi,A8,Sedan,Diesel,1
972,Dacia,Sandero,Hatchback,Metan/Propan,0
973,Hyundai,Rare,Minivan,Diesel,0
974,Renault,Kangoo,Minivan,Diesel,0
975,Renault,Scenic,Minivan,Diesel,0
976,Opel,Corsa,Coupe,Metan/Propan,0
977,Audi,Q5,SUV,Petrol,1
978,Ford,Fusion,Sedan,Plug-in Hybrid,1
979,Skoda,Octavia,Sedan,Petrol,0
980,Renault,Grand Scenic,Universal,Diesel,0
981,BMW,Rare,Coupe,Petrol,1
982,Mercedes,S Class,Sedan,Diesel,1
983,Toyota,Prius,Hatchback,Hybrid,1
984,Toyota,Prius,Universal,Hybrid,1
985,Audi,A6,Sedan,Petrol,1
986,Ford,Fusion,Sedan,Plug-in Hybrid,1
987,Toyota,Prius,Hatchback,Metan/Propan,1
988,BMW,5 Series,Sedan,Petrol,1
989,BMW,Rare,Coupe,Petrol,1
990,Volkswagen,Passat,Universal,Petrol,0
991,Ford,Fusion,Roadster,Plug-in Hybrid,1
992,Toyota,Corolla,SUV,Petrol,0
993,Volkswagen,Jetta,Sedan,Petrol,1
994,Hyundai,Sonata,Sedan,Petrol,0
995,Dacia,Logan Mcv,Universal,Metan/Propan,0
996,Ford,Fusion,Sedan,Hybrid,1
997,Dacia,Rare,Universal,Diesel,0
998,Skoda,Octavia,Sedan,Petrol,1
999,Ford,Fusion,Sedan,Plug-in Hybrid,1
1000,Renault,Kadjar,Crossover,Diesel,1
1001,BMW,5 Series,Sedan,Petrol,0
1002,Audi,Rare,Sedan,Metan/Propan,1
1003,Lexus,CT Series,Hatchback,Hybrid,1
1004,KIA,Rare,Microvan,Diesel,1
1005,Renault,Megane,Universal,Diesel,1
1006,Renault,Scenic,Universal,Diesel,0
1007,Ford,Fusion,Sedan,Hybrid,1
1008,Fiat,Rare,Universal,Diesel,0
1009,Volkswagen,Passat,Roadster,Petrol,1
1010,Mercedes,S Class,Sedan,Diesel,1
1011,Volkswagen,Passat,Sedan,Diesel,0
1012,Volvo,XC90,Crossover,Metan/Propan,1
1013,Skoda,Fabia,Universal,Diesel,0
1014,Toyota,Prius,Hatchback,Hybrid,1
1015,Nissan,Rare,Pickup,Metan/Propan,1
1016,Mazda,6,Sedan,Petrol,0
1017,Mercedes,B Class,Hatchback,Diesel,0
1018,Hyundai,Tucson,Crossover,Petrol,1
1019,BMW,5 Series,Sedan,Diesel,0
1020,Skoda,Octavia,Sedan,Petrol,1
1021,Nissan,Qashqai,Crossover,Diesel,1
1022,BMW,5 Series,Sedan,Petrol,0
1023,Volkswagen,Sharan,Minivan,Metan/Propan,1
1024,Volkswagen,Transporter,Microvan,Diesel,0
1025,Nissan,X-Trail,Universal,Diesel,0
1026,Mercedes,A Class,Hatchback,Petrol,1
1027,Vaz,Rare,Sedan,Petrol,0
1028,Fiat,Rare,Minivan,Petrol,0
1029,Volkswagen,Touran,Universal,Petrol,0
1030,Toyota,Corolla,Universal,Metan/Propan,0
1031,Toyota,Land Cruiser Prado,SUV,Diesel,1
1032,Renault,Scenic,Microvan,Diesel,0
1033,Volkswagen,Touran,Combi,Petrol,0
1034,Mercedes,C Class,Sedan,Petrol,0
1035,Renault,Laguna,Universal,Diesel,0
1036,Dacia,Logan,Sedan,Diesel,0
1037,Volkswagen,Golf,Hatchback,Petrol,0
1038,Mercedes,Vito,Minivan,Diesel,1
1039,Honda,CR-V,SUV,Diesel,0
1040,Volkswagen,Touareg,SUV,Diesel,1
1041,Skoda,Fabia,Universal,Diesel,0
1042,Dacia,Duster,Crossover,Diesel,0
1043,Skoda,Superb,Sedan,Diesel,0
1044,Seat,Rare,Hatchback,Petrol,0
1045,Skoda,Superb,Sedan,Diesel,1
1046,Seat,Ibiza,Universal,Diesel,0
1047,Volkswagen,Passat,Sedan,Diesel,0
1048,Skoda,Superb,Hatchback,Petrol,1
1049,BMW,7 Series,Sedan,Diesel,1
1050,Ford,Focus,Hatchback,Petrol,1
1051,Renault,Grand Scenic,Minivan,Diesel,0
1052,Nissan,Qashqai,Crossover,Diesel,0
1053,Nissan,Qashqai,Crossover,Diesel,0
1054,Ford,Mondeo,Universal,Diesel,0
1055,Nissan,Qashqai,Crossover,Diesel,0
1056,Nissan,Qashqai,Crossover,Diesel,1
1057,Ford,Focus,Universal,Diesel,1
1058,Dacia,Duster,Crossover,Diesel,0
1059,Nissan,Qashqai,Crossover,Diesel,0
1060,Mercedes,GLC,Crossover,Diesel,1
1061,Mercedes,E Class,Sedan,Diesel,1
1062,Nissan,Qashqai,Crossover,Petrol,0
1063,BMW,3 Series,Coupe,Petrol,1
1064,Ford,Kuga,SUV,Petrol,1
1065,Citroen,C3,Hatchback,Diesel,1
1066,Suzuki,Rare,SUV,Petrol,1
1067,Ford,Mondeo,Sedan,Hybrid,1
1068,KIA,Sportage,SUV,Diesel,1
1069,Hyundai,Tucson,SUV,Petrol,1
1070,BMW,Rare,Hatchback,Petrol,1
1071,Hyundai,Rare,Sedan,Petrol,1
1072,Hyundai,Accent,Sedan,Petrol,1
1073,Ford,Focus,Universal,Diesel,0
1074,Nissan,Qashqai,Crossover,Diesel,1
1075,Nissan,Qashqai,Crossover,Diesel,0
1076,Ford,Focus,Universal,Diesel,0
1077,Nissan,Qashqai,Crossover,Diesel,0
1078,Ford,Kuga,Crossover,Diesel,1
1079,Nissan,Qashqai,Crossover,Diesel,0
1080,Nissan,Qashqai,Crossover,Diesel,0
1081,Ford,Focus,Universal,Diesel,0
1082,Ford,Kuga,Crossover,Diesel,1
1083,Chevrolet,Rare,Sedan,Petrol,1
1084,Skoda,Rapid,Hatchback,Petrol,0
1085,Renault,Scenic,Universal,Diesel,0
1086,Renault,Laguna,Hatchback,Diesel,0
1087,Skoda,Superb,Sedan,Petrol,0
1088,BMW,5 Series,Sedan,Diesel,0
1089,Honda,Accord,Sedan,Metan/Propan,1
1090,Volvo,XC90,SUV,Diesel,1
1091,Mazda,Rare,Crossover,Diesel,1
1092,Mercedes,GLC,Crossover,Diesel,1
1093,Opel,Vectra,Sedan,Metan/Propan,0
1094,BMW,5 Series,Sedan,Petrol,0
1095,Renault,Kangoo,Combi,Diesel,0
1096,Hyundai,Getz,Hatchback,Diesel,0
1097,Volkswagen,Passat,Universal,Diesel,0
1098,Infiniti,Rare,Crossover,Metan/Propan,1
1099,Dacia,Lodgy,Minivan,Diesel,0
1100,Volkswagen,Tiguan,Crossover,Petrol,1
1101,Toyota,Urban Cruiser,Hatchback,Petrol,0
1102,Renault,Megane,Universal,Diesel,1
1103,Land Rover,Rare,Crossover,Diesel,1
1104,Renault,Laguna,Hatchback,Diesel,0
1105,Ford,Transit Connect,Minivan,Diesel,0
1106,Renault,Megane,Universal,Diesel,0
1107,Mercedes,E Class,Sedan,Petrol,0
1108,Skoda,Superb,Sedan,Diesel,1
1109,Dacia,Duster,SUV,Diesel,0
1110,Renault,Logan,Sedan,Petrol,1
1111,Renault,Megane,Hatchback,Diesel,0
1112,Toyota,Avensis,Sedan,Petrol,0
1113,Acura,Rare,SUV,Metan/Propan,1
1114,Volvo,Rare,Universal,Diesel,0
1115,Honda,Civic,Sedan,Metan/Propan,1
1116,Renault,Megane,Hatchback,Diesel,0
1117,Opel,Astra,Universal,Diesel,0
1118,Volkswagen,Passat,Universal,Metan/Propan,0
1119,Renault,Kangoo,Universal,Diesel,0
1120,Mercedes,GLE,SUV,Diesel,1
1121,Skoda,Fabia,Hatchback,Metan/Propan,0
1122,Toyota,Auris,Hatchback,Hybrid,1
1123,BMW,5 Series,Sedan,Diesel,1
1124,Mercedes,Rare,Coupe,Petrol,1
1125,Land Rover,Range Rover Sport,SUV,Diesel,1
1126,Audi,A8,Sedan,Metan/Propan,0
1127,Skoda,Octavia,Hatchback,Petrol,0
1128,Toyota,Auris,Universal,Diesel,0
1129,Mitsubishi,Lancer,Sedan,Metan/Propan,1
1130,Skoda,Fabia,Universal,Petrol,1
1131,Renault,Megane,Universal,Diesel,0
1132,Seat,Ibiza,Universal,Diesel,0
1133,Opel,Astra,Hatchback,Petrol,1
1134,Renault,Megane,Universal,Diesel,1
1135,Nissan,Qashqai,Crossover,Diesel,0
1136,Mercedes,E Class,Sedan,Metan/Propan,1
1137,Volkswagen,Golf,Hatchback,Petrol,0
1138,Renault,Kadjar,Crossover,Diesel,1
1139,Renault,Scenic,Minivan,Diesel,0
1140,Mercedes,Vito,Minivan,Diesel,0
1141,Ford,Transit Connect,Minivan,Diesel,0
1142,Honda,CR-V,Universal,Metan/Propan,0
1143,Hyundai,Sonata,Sedan,Hybrid,1
1144,Renault,Megane,Universal,Diesel,0
1145,Renault,Grand Scenic,Minivan,Diesel,1
1146,Volkswagen,Passat,Sedan,Petrol,1
1147,Skoda,Octavia,Sedan,Metan/Propan,0
