,Make,Model,Year,Style,Distance,Engine_capacity(cm3),Fuel_type,Transmission,Price(euro),km_year
290,41,68,2015,3,139000.0,1461.0,0,1,12800.0,19857.14285714286
291,37,23,2006,4,360000.0,1300.0,0,0,2999.0,22500.0
292,53,119,2010,6,203000.0,2000.0,0,0,8250.0,16916.666666666668
293,20,20,1996,10,325000.0,1997.0,4,0,2200.0,12500.0
294,45,113,2014,10,202300.0,1598.0,0,1,13199.0,25287.5
295,28,58,2005,10,230000.0,4300.0,4,1,10000.0,13529.411764705883
296,41,80,2012,11,162200.0,1461.0,0,0,5899.0,16220.0
297,45,85,2018,11,146600.0,1600.0,0,1,12700.0,36650.0
298,37,23,2010,4,97000.0,1598.0,4,1,7700.0,8083.333333333333
299,50,24,2014,11,191000.0,1800.0,3,1,9700.0,23875.0
300,50,38,2018,10,60000.0,2500.0,3,1,20000.0,15000.0
301,41,62,2013,11,190000.0,1500.0,0,0,8500.0,21111.11111111111
302,41,68,2015,9,184000.0,1500.0,0,1,10999.0,26285.714285714286
303,54,130,2006,9,294000.0,2400.0,0,1,8500.0,18375.0
304,53,61,2010,4,164000.0,1400.0,4,1,7650.0,13666.666666666666
305,28,36,2011,4,122841.0,1800.0,2,1,11600.0,11167.363636363636
306,31,101,2008,4,172000.0,1399.0,0,0,4999.0,12285.714285714286
307,4,127,2017,3,100000.0,2000.0,2,1,37000.0,20000.0
308,45,85,2009,11,235000.0,1400.0,4,1,6200.0,18076.923076923078
309,16,101,2012,1,256000.0,1300.0,0,0,4490.0,25600.0
310,3,18,2004,10,314000.0,3000.0,0,1,5650.0,17444.444444444445
311,32,29,2014,5,194000.0,1991.0,3,1,10000.0,24250.0
312,12,47,2012,3,67000.0,1500.0,0,0,7200.0,6700.0
313,32,48,2002,10,11111.0,3200.0,0,1,5200.0,555.55
314,45,113,2016,10,180000.0,2000.0,0,1,17450.0,30000.0
315,41,62,2017,6,135000.0,1462.0,0,1,15850.0,27000.0
316,33,101,2015,4,84000.0,1600.0,4,1,10900.0,12000.0
317,50,27,2002,6,280000.0,2000.0,0,0,3150.0,14000.0
318,27,53,2001,9,230000.0,1900.0,3,0,3500.0,10952.380952380952
319,37,23,2011,11,200123.0,2000.0,0,0,8200.0,18193.0
320,53,90,2000,4,264000.0,1400.0,4,0,2500.0,12000.0
321,3,17,2018,11,101000.0,2000.0,0,1,26000.0,25250.0
322,52,22,2008,11,92424.0,1600.0,3,0,3399.0,6601.714285714285
323,32,101,2007,9,230000.0,2999.0,0,1,19500.0,15333.333333333334
324,21,101,2013,4,122000.0,1385.0,4,0,4800.0,13555.555555555555
325,45,85,2007,4,335165.0,1986.0,0,1,6750.0,22344.333333333332
326,41,62,2017,6,175000.0,1462.0,0,1,16000.0,35000.0
327,32,124,2010,6,220000.0,2200.0,0,0,7500.0,18333.333333333332
328,3,17,2009,11,148000.0,2995.0,4,1,13000.0,11384.615384615385
329,12,76,2011,10,230000.0,1200.0,3,0,2800.0,20909.090909090908
330,50,121,2011,10,192000.0,1400.0,0,0,6800.0,17454.545454545456
331,53,101,2005,10,257000.0,3000.0,0,1,9000.0,15117.64705882353
332,50,101,2007,4,72000.0,1000.0,4,1,4400.0,4800.0
333,41,107,2012,5,240000.0,1500.0,0,0,6800.0,24000.0
334,50,74,2006,9,205000.0,2700.0,3,1,14800.0,12812.5
335,45,113,2017,10,176000.0,2000.0,0,1,19450.0,35200.0
336,37,46,2006,4,164274.0,1300.0,0,0,2999.0,10267.125
337,53,115,2008,9,179000.0,1400.0,4,0,7200.0,12785.714285714286
338,45,50,2002,4,230000.0,1400.0,4,0,950.0,11500.0
339,4,12,2016,10,125000.0,2993.0,0,1,52500.0,20833.333333333332
340,42,101,2001,10,278000.0,2000.0,0,0,2650.0,13238.095238095239
341,16,101,2004,11,200000.0,1600.0,3,0,3000.0,11111.111111111111
342,12,47,2011,3,202176.0,1500.0,0,0,6900.0,18379.636363636364
343,45,113,2009,10,265000.0,1800.0,4,0,5950.0,20384.615384615383
344,53,88,2011,11,244000.0,1600.0,0,0,9600.0,22181.81818181818
345,45,100,2016,10,188000.0,1422.0,0,0,7750.0,31333.333333333332
346,36,96,2011,5,207000.0,1500.0,0,0,7800.0,18818.18181818182
347,17,54,2018,10,33339.0,2000.0,5,1,20800.0,8334.75
348,17,52,2017,11,160000.0,1500.0,0,0,7200.0,32000.0
349,32,48,2008,10,230000.0,1800.0,3,1,7700.0,16428.571428571428
350,32,48,2000,10,303000.0,2000.0,3,1,3800.0,13772.727272727272
351,12,105,2012,4,111896.0,1200.0,4,0,3499.0,11189.6
352,50,92,2012,11,165000.0,1800.0,2,1,9200.0,16500.0
353,50,24,2015,11,169265.0,1800.0,2,1,12650.0,24180.714285714286
354,21,60,2007,4,172316.0,1400.0,4,0,2800.0,11487.733333333334
355,54,101,2016,4,184500.0,1500.0,4,1,15499.0,30750.0
356,32,78,2013,3,122000.0,3500.0,0,1,34000.0,13555.555555555555
357,32,31,2017,10,127000.0,2000.0,4,1,21990.0,25400.0
358,4,6,2007,10,193000.0,1988.0,4,1,7600.0,12866.666666666666
359,3,15,1996,10,256000.0,1800.0,4,0,2300.0,9846.153846153846
360,54,101,2013,11,162000.0,2400.0,5,1,15000.0,18000.0
361,53,61,2019,4,26000.0,1400.0,4,1,12990.0,8666.666666666666
362,50,26,2007,1,220000.0,1600.0,4,0,6500.0,14666.666666666666
363,21,133,2012,9,199000.0,2000.0,0,0,11800.0,19900.0
364,45,85,2014,10,216000.0,1600.0,0,1,10700.0,27000.0
365,53,66,2013,10,188000.0,1400.0,2,1,8800.0,20888.88888888889
366,45,50,2012,11,212700.0,1200.0,0,0,5450.0,21270.0
367,37,23,2005,11,270000.0,1800.0,4,0,3500.0,15882.35294117647
368,53,89,2013,10,60000.0,2000.0,4,1,12700.0,6666.666666666667
369,28,97,2005,9,178000.0,2989.0,3,1,9800.0,10470.588235294117
370,9,101,2011,3,90000.0,2200.0,0,1,13300.0,8181.818181818182
371,50,26,2014,10,143000.0,2000.0,0,0,11700.0,17875.0
372,32,101,2017,9,47000.0,3000.0,4,1,54000.0,9400.0
373,32,48,2008,10,230000.0,1800.0,3,1,7800.0,16428.571428571428
374,43,101,2007,10,194777.0,2000.0,4,1,5000.0,12985.133333333333
375,45,85,2008,11,200000.0,1900.0,0,0,5000.0,14285.714285714286
376,50,101,2016,4,144000.0,1800.0,2,1,12300.0,24000.0
377,54,22,1995,4,5000.0,2400.0,0,0,1700.0,185.1851851851852
378,32,48,2002,10,256000.0,2700.0,0,1,5500.0,12800.0
379,4,127,2005,9,193000.0,3000.0,0,1,11850.0,11352.941176470587
380,37,23,2006,4,250000.0,1300.0,0,0,4500.0,15625.0
381,53,66,2015,10,173000.0,1400.0,4,1,8600.0,24714.285714285714
382,4,127,2015,9,185000.0,2999.0,0,1,34000.0,26428.571428571428
383,50,74,2006,9,220000.0,2700.0,3,1,13500.0,13750.0
384,36,82,2018,4,95000.0,900.0,4,0,10500.0,23750.0
385,21,106,2011,3,169000.0,2200.0,0,1,13990.0,15363.636363636364
386,4,9,2012,10,200000.0,2000.0,4,1,11500.0,20000.0
387,25,86,2014,10,60000.0,2000.0,3,1,9900.0,7500.0
388,53,37,2009,6,276555.0,1595.0,4,0,9500.0,21273.46153846154
389,37,23,2005,11,227000.0,1600.0,3,0,4650.0,13352.941176470587
390,34,101,2003,3,230000.0,1800.0,3,1,4900.0,12105.263157894737
391,25,101,2010,11,150000.0,1400.0,4,0,6000.0,12500.0
392,41,62,2004,11,139000.0,1500.0,0,0,3700.0,7722.222222222223
393,32,31,2012,10,206000.0,2200.0,0,0,14399.0,20600.0
394,32,78,2013,9,77000.0,2500.0,0,1,27900.0,8555.555555555555
395,41,80,2014,11,139200.0,1490.0,0,1,7200.0,17400.0
396,32,101,2017,10,40000.0,2000.0,4,1,16999.0,8000.0
397,36,95,2016,3,185000.0,1500.0,0,0,13000.0,30833.333333333332
398,53,61,2015,4,157000.0,1400.0,5,1,13500.0,22428.571428571428
399,3,15,2011,11,1234.0,2000.0,4,1,9500.0,112.18181818181819
400,41,101,2013,9,145000.0,1200.0,4,1,8800.0,16111.111111111111
401,50,24,2013,11,177800.0,1400.0,0,0,8500.0,19755.555555555555
402,38,101,2006,6,247000.0,2200.0,0,0,2200.0,15437.5
403,4,12,2013,10,165000.0,3000.0,0,1,26800.0,18333.333333333332
404,34,101,2004,8,300000.0,2500.0,0,0,8000.0,16666.666666666668
405,50,101,2017,10,95000.0,1800.0,5,1,17999.0,19000.0
406,48,101,2000,10,222530.0,1600.0,4,0,3800.0,10115.0
407,53,88,2005,10,270000.0,2000.0,4,0,5700.0,15882.35294117647
408,17,52,2012,11,167000.0,1000.0,4,0,4999.0,16700.0
409,32,31,1995,10,345000.0,1800.0,3,1,2200.0,12777.777777777777
410,53,90,2014,4,212600.0,1400.0,0,0,6850.0,26575.0
411,36,95,2013,3,140000.0,1500.0,0,0,8500.0,15555.555555555555
412,37,65,2015,4,220000.0,2000.0,4,1,9990.0,31428.571428571428
413,32,124,2012,5,237000.0,2200.0,0,0,10490.0,23700.0
414,41,42,2016,11,153000.0,1500.0,0,1,9200.0,25500.0
415,33,101,2004,2,320000.0,1400.0,0,0,3800.0,17777.777777777777
416,37,43,2012,6,188000.0,2000.0,0,0,4500.0,18800.0
417,12,105,2015,4,215000.0,1500.0,0,0,4850.0,30714.285714285714
418,17,101,2006,6,218400.0,2000.0,0,0,7000.0,13650.0
419,41,80,2005,11,256983.0,1500.0,0,0,3150.0,15116.64705882353
420,53,101,2011,9,213548.0,2000.0,0,0,17250.0,19413.454545454544
421,21,120,2017,9,130212.0,2000.0,0,1,17499.0,26042.4
422,12,47,2014,3,148000.0,1500.0,0,0,7900.0,18500.0
423,12,101,2013,6,180000.0,1500.0,0,0,3000.0,20000.0
424,4,127,2014,3,107000.0,2998.0,0,1,37900.0,13375.0
425,49,101,2017,3,30100.0,1400.0,4,1,15500.0,6020.0
426,28,36,2012,4,230000.0,1800.0,4,1,10299.0,23000.0
427,17,101,2001,6,280000.0,1900.0,0,0,1900.0,13333.333333333334
428,34,101,2007,11,229000.0,2400.0,3,0,5600.0,15266.666666666666
429,53,90,2010,4,74000.0,1400.0,4,1,6500.0,6166.666666666667
430,45,50,2007,11,170000.0,1200.0,4,0,3450.0,11333.333333333334
431,3,13,1994,10,266000.0,2000.0,4,0,1700.0,9500.0
432,53,88,2016,10,1360.0,1800.0,4,1,11000.0,226.66666666666666
433,53,61,2019,4,4000.0,1399.0,4,1,15000.0,1333.3333333333333
434,53,117,2005,5,400000.0,1900.0,0,0,4500.0,23529.41176470588
435,4,9,2018,10,28942.0,2000.0,4,1,27999.0,7235.5
436,4,127,2016,3,162000.0,2000.0,5,1,29999.0,27000.0
437,17,101,2015,7,112000.0,4950.0,4,1,24500.0,16000.0
438,32,55,2016,9,95000.0,1991.0,4,1,37000.0,15833.333333333334
439,53,61,2005,11,278000.0,1400.0,4,0,2850.0,16352.941176470587
440,12,105,2010,11,173000.0,1200.0,4,0,3200.0,14416.666666666666
441,53,119,2002,6,270000.0,2500.0,0,0,3990.0,13500.0
442,50,24,2010,4,190000.0,1800.0,2,1,8500.0,15833.333333333334
443,53,115,2019,10,33000.0,2000.0,4,1,18900.0,11000.0
444,7,101,2015,10,88000.0,2000.0,4,1,16950.0,12571.42857142857
445,38,101,2013,6,174600.0,1400.0,4,0,5650.0,19400.0
446,25,101,2008,4,130000.0,1200.0,4,1,4700.0,9285.714285714286
447,53,90,1996,10,250000.0,1400.0,4,0,1299.0,9615.384615384615
448,41,71,2008,4,180000.0,1500.0,0,0,4900.0,12857.142857142857
449,12,77,2009,5,264714.0,1400.0,3,0,3700.0,20362.615384615383
450,17,54,2015,10,125000.0,2000.0,4,1,12499.0,17857.14285714286
451,45,100,2015,10,196231.0,1400.0,0,0,7650.0,28033.0
452,53,61,1995,4,11111.0,1600.0,4,0,800.0,411.51851851851853
453,12,76,2005,10,125488.0,1400.0,3,0,2200.0,7381.64705882353
454,45,113,2018,10,72000.0,2000.0,4,1,26500.0,18000.0
455,41,80,2011,11,242337.0,1500.0,0,0,5650.0,22030.636363636364
456,42,101,2002,10,296852.0,1600.0,3,0,2500.0,14842.6
457,37,65,2015,10,76500.0,1600.0,4,1,12999.0,10928.57142857143
458,50,45,2007,6,169000.0,2200.0,0,0,4300.0,11266.666666666666
459,34,87,2018,3,111500.0,2000.0,5,1,19900.0,27875.0
460,45,85,2005,11,180000.0,2000.0,4,0,5300.0,10588.235294117647
461,54,101,2010,10,178000.0,1999.0,4,1,9490.0,14833.333333333334
462,41,62,2016,6,170000.0,1500.0,0,1,10500.0,28333.333333333332
463,32,14,2001,4,287141.0,1400.0,4,0,2099.0,13673.380952380952
464,36,101,1987,11,256987.0,1700.0,0,0,650.0,7342.4857142857145
465,32,57,2013,3,182000.0,2200.0,0,1,16999.0,20222.222222222223
466,28,36,2011,4,167000.0,1800.0,2,1,10250.0,15181.818181818182
467,37,23,2015,11,162000.0,1400.0,4,0,7200.0,23142.85714285714
468,32,48,2002,10,257000.0,2200.0,0,1,4700.0,12850.0
469,41,80,2016,11,83872.0,1500.0,0,1,7950.0,13978.666666666666
470,53,37,2011,6,181000.0,1600.0,0,0,10800.0,16454.545454545456
471,39,39,2005,9,260000.0,4500.0,4,1,7600.0,15294.117647058823
472,4,9,2011,10,210710.0,200.0,0,1,16450.0,19155.454545454544
473,32,14,2010,4,178000.0,1500.0,4,0,5400.0,14833.333333333334
474,38,101,2006,10,111111.0,2000.0,4,0,3100.0,6944.4375
475,17,52,2016,11,190000.0,1500.0,0,0,7500.0,31666.666666666668
476,54,101,2011,10,182431.0,1596.0,4,1,10500.0,16584.636363636364
477,32,31,2009,10,160000.0,1600.0,3,1,7900.0,12307.692307692309
478,28,49,2012,10,79118.0,2400.0,2,1,16100.0,7911.8
479,3,16,2010,2,178545.0,2000.0,4,0,9799.0,14878.75
480,4,6,2018,10,45000.0,2000.0,5,1,19500.0,11250.0
481,41,68,2016,3,136000.0,1500.0,0,1,12500.0,22666.666666666668
482,45,113,2015,11,195000.0,2000.0,0,1,15300.0,27857.14285714286
483,45,113,2014,10,181000.0,2000.0,0,1,14800.0,22625.0
484,50,26,2013,10,72000.0,1987.0,4,1,14000.0,8000.0
485,32,124,2008,5,266000.0,2200.0,0,0,8490.0,19000.0
486,9,101,2005,4,224000.0,1600.0,4,0,2550.0,13176.470588235294
487,53,101,2001,10,290000.0,1600.0,4,0,2990.0,13809.52380952381
488,20,35,2014,3,169200.0,2200.0,0,0,17250.0,21150.0
489,21,106,2006,3,278000.0,2200.0,0,0,7850.0,17375.0
490,45,50,2011,11,162000.0,1200.0,0,0,4950.0,14727.272727272728
491,20,41,2008,10,170000.0,1330.0,2,1,5750.0,12142.857142857143
492,32,14,2000,4,230000.0,1600.0,4,1,2199.0,10454.545454545454
493,4,6,2006,10,210000.0,3000.0,0,0,2500.0,13125.0
494,37,23,2012,11,189000.0,1300.0,0,0,6000.0,18900.0
495,50,24,2015,11,104000.0,1800.0,2,1,10000.0,14857.142857142857
496,50,92,2008,4,259000.0,1500.0,2,1,6000.0,18500.0
497,31,11,2001,4,270000.0,1800.0,4,0,2700.0,12857.142857142857
498,45,100,2017,11,92500.0,1400.0,0,0,7700.0,18500.0
499,37,132,2006,6,186713.0,1800.0,4,0,5200.0,11669.5625
500,37,132,2006,6,60000.0,1800.0,3,1,4900.0,3750.0
501,4,6,2008,10,212000.0,2000.0,4,0,6690.0,15142.857142857143
502,21,60,2007,4,175000.0,1500.0,0,0,3900.0,11666.666666666666
503,45,113,2015,10,196000.0,2000.0,0,1,15690.0,28000.0
504,12,75,2012,11,179000.0,1500.0,0,0,6900.0,17900.0
505,53,88,2012,10,183000.0,1400.0,3,1,10200.0,18300.0
506,4,9,2006,10,243000.0,2500.0,4,1,7990.0,15187.5
507,41,62,2015,11,162000.0,1500.0,0,1,8790.0,23142.85714285714
508,45,85,2016,4,200000.0,1400.0,4,0,9000.0,33333.333333333336
509,39,39,2016,9,155000.0,3000.0,5,1,48000.0,25833.333333333332
510,9,28,2011,11,72000.0,1400.0,4,0,5500.0,6545.454545454545
511,41,101,2002,10,270000.0,1400.0,3,0,2450.0,13500.0
512,53,37,2012,6,250000.0,1600.0,0,0,7000.0,25000.0
513,50,26,2008,10,178000.0,2000.0,4,0,7190.0,12714.285714285714
514,37,23,2017,11,97000.0,1600.0,0,0,10990.0,19400.0
515,36,95,2016,3,199000.0,1500.0,0,0,14400.0,33166.666666666664
516,20,41,2011,10,188000.0,1300.0,2,1,6700.0,17090.909090909092
517,3,15,2010,10,158000.0,2000.0,4,1,9990.0,13166.666666666666
518,53,88,2009,11,283000.0,1400.0,3,0,5990.0,21769.23076923077
519,11,101,2014,4,161000.0,2000.0,2,1,11700.0,20125.0
520,53,115,2009,3,112000.0,2000.0,4,1,8999.0,8615.384615384615
521,4,9,2008,10,191000.0,3000.0,4,1,8490.0,13642.857142857143
522,36,95,2017,3,133000.0,1500.0,0,0,13500.0,26600.0
523,44,101,2004,4,197000.0,1900.0,0,0,6800.0,10944.444444444445
524,41,68,2018,3,178000.0,1500.0,0,1,14400.0,44500.0
525,41,68,2015,3,172000.0,1500.0,0,1,12499.0,24571.428571428572
526,45,50,2011,11,181000.0,1200.0,0,0,5490.0,16454.545454545456
527,12,76,2016,10,154000.0,1500.0,0,0,5400.0,25666.666666666668
528,37,23,2005,4,224555.0,1400.0,4,0,3499.0,13209.117647058823
529,36,95,2015,3,143000.0,1500.0,0,0,13300.0,20428.571428571428
530,32,48,2004,10,251995.0,2200.0,0,1,6999.0,13999.722222222223
531,4,126,2006,3,267000.0,2000.0,0,0,7350.0,16687.5
532,41,80,2013,11,191000.0,1500.0,0,1,6500.0,21222.222222222223
533,44,64,2012,11,178000.0,1200.0,0,0,5490.0,17800.0
534,17,70,2018,3,175000.0,1500.0,0,1,14900.0,43750.0
535,37,23,2006,11,208555.0,1900.0,0,0,5099.0,13034.6875
536,32,48,2014,10,176000.0,2200.0,2,1,19800.0,22000.0
537,53,66,2013,10,177000.0,1400.0,2,1,9490.0,19666.666666666668
538,52,101,2010,4,181000.0,1600.0,4,0,1950.0,15083.333333333334
539,53,61,2009,11,269000.0,1400.0,4,1,5990.0,20692.30769230769
540,12,75,2013,11,160000.0,1500.0,0,0,6400.0,17777.777777777777
541,45,85,2012,4,215000.0,1400.0,4,0,7990.0,21500.0
542,48,101,2010,9,146000.0,1994.0,4,1,9800.0,12166.666666666666
543,41,80,2014,11,195000.0,1500.0,0,0,6750.0,24375.0
544,53,37,2013,6,247000.0,1600.0,0,0,7500.0,27444.444444444445
545,36,95,2015,9,250000.0,1460.0,0,0,11400.0,35714.28571428572
546,17,52,2009,11,116000.0,1600.0,0,0,5300.0,8923.076923076924
547,41,101,2010,10,184000.0,1500.0,0,0,5500.0,15333.333333333334
548,45,85,2011,10,170352.0,1200.0,4,0,6650.0,15486.545454545454
549,12,77,2014,1,130000.0,1495.0,0,0,6299.0,16250.0
550,53,88,2009,11,225000.0,1400.0,4,0,5990.0,17307.69230769231
551,45,100,2015,4,119000.0,1200.0,4,0,5490.0,17000.0
552,45,50,2012,11,157000.0,1200.0,0,0,4990.0,15700.0
553,50,44,2010,10,180000.0,1400.0,0,0,6200.0,15000.0
554,41,68,2016,3,170000.0,1500.0,0,1,13900.0,28333.333333333332
555,41,80,2012,11,172000.0,1500.0,0,0,5900.0,17200.0
556,12,75,2012,6,151000.0,1500.0,0,0,7300.0,15100.0
557,45,50,2011,11,182000.0,1200.0,0,0,5490.0,16545.454545454544
558,34,87,2015,9,160000.0,2000.0,5,1,16500.0,22857.14285714286
559,41,101,2014,4,102000.0,1200.0,4,1,10890.0,12750.0
560,45,50,2011,11,182000.0,1200.0,0,0,4950.0,16545.454545454544
561,41,80,2012,4,171000.0,1500.0,0,0,6450.0,17100.0
562,21,120,2014,9,45000.0,2000.0,4,1,12990.0,5625.0
563,50,26,2006,10,211620.0,1800.0,4,1,5499.0,13226.25
564,45,50,2010,11,173000.0,1200.0,0,0,4990.0,14416.666666666666
565,37,46,2006,4,225000.0,1300.0,0,0,2950.0,14062.5
566,3,101,2012,4,170000.0,1400.0,4,0,7500.0,17000.0
567,4,9,2008,10,185000.0,2000.0,0,1,10990.0,13214.285714285714
568,36,95,2012,3,172000.0,1500.0,0,0,7990.0,17200.0
569,17,51,2010,11,165000.0,1400.0,3,0,4650.0,13750.0
570,37,132,2008,6,193000.0,1600.0,4,0,3850.0,13785.714285714286
571,11,101,2013,4,78000.0,1000.0,4,1,6499.0,8666.666666666666
572,4,9,2001,10,320000.0,2500.0,0,1,5100.0,15238.095238095239
573,53,123,1997,10,480000.0,1600.0,3,0,1700.0,19200.0
574,54,130,2013,9,218000.0,2400.0,0,1,19999.0,24222.222222222223
575,53,66,2013,10,138000.0,2000.0,3,0,6990.0,15333.333333333334
576,50,24,2010,3,177000.0,1400.0,4,0,6200.0,14750.0
577,32,101,2006,2,164000.0,1800.0,4,1,6990.0,10250.0
578,50,102,2020,3,15000.0,2500.0,2,1,31900.0,7500.0
579,32,101,2019,2,21400.0,3000.0,4,1,64500.0,7133.333333333333
580,4,6,2004,10,212000.0,1800.0,3,0,3990.0,11777.777777777777
581,21,133,2011,9,160000.0,2000.0,0,1,12800.0,14545.454545454546
582,34,87,2008,9,200000.0,2400.0,4,1,8490.0,14285.714285714286
583,54,130,2007,9,263000.0,3200.0,3,1,10490.0,17533.333333333332
584,53,61,2011,4,100000.0,1400.0,4,1,8750.0,9090.90909090909
585,37,132,2007,6,213000.0,1600.0,3,0,4990.0,14200.0
586,50,24,2013,4,185000.0,1400.0,0,0,8200.0,20555.555555555555
587,17,101,2015,3,93300.0,1998.0,4,1,11599.0,13328.57142857143
588,53,109,2003,6,168000.0,1800.0,4,1,4990.0,8842.105263157895
589,37,46,2012,4,189000.0,1300.0,0,0,5350.0,18900.0
590,37,65,2009,10,165200.0,2000.0,0,0,8500.0,12707.692307692309
591,50,102,2013,9,128400.0,2231.0,0,1,18300.0,14266.666666666666
592,53,37,2009,6,136000.0,1400.0,4,0,6200.0,10461.538461538461
593,37,23,2008,4,191000.0,1300.0,0,1,4700.0,13642.857142857143
594,32,31,2018,10,39000.0,1995.0,0,1,31900.0,9750.0
595,17,51,2005,4,220000.0,1300.0,4,0,2790.0,12941.176470588236
596,36,95,2008,3,179000.0,1500.0,0,0,6600.0,12785.714285714286
597,50,92,2010,4,229000.0,1800.0,2,1,7490.0,19083.333333333332
598,32,48,2015,4,173000.0,2200.0,2,1,16000.0,24714.285714285714
599,12,47,2019,9,81000.0,1500.0,0,0,13490.0,27000.0
600,50,24,2014,11,170000.0,1364.0,0,0,7700.0,21250.0
601,12,76,2014,10,220000.0,1200.0,3,0,2400.0,27500.0
602,44,64,2011,11,157000.0,1200.0,0,0,4990.0,14272.727272727272
603,31,101,2010,11,173000.0,2000.0,3,1,7500.0,14416.666666666666
604,17,54,2011,4,187000.0,1400.0,4,0,5200.0,17000.0
605,21,106,2006,9,190000.0,2200.0,0,1,8499.0,11875.0
606,12,76,2010,10,224730.0,1200.0,3,0,2850.0,18727.5
607,41,114,2017,11,138000.0,1500.0,0,1,11990.0,27600.0
608,37,132,2008,11,172000.0,1600.0,3,0,5800.0,12285.714285714286
609,53,61,2014,4,82000.0,1200.0,4,0,9690.0,10250.0
610,44,101,2009,4,177444.0,1400.0,4,0,6699.0,13649.538461538461
611,53,117,2011,6,192000.0,1400.0,3,1,7490.0,17454.545454545456
612,12,75,2015,6,171000.0,1500.0,0,0,6790.0,24428.571428571428
613,36,95,2011,3,170000.0,1500.0,0,0,8500.0,15454.545454545454
614,50,38,2015,10,206333.0,2500.0,2,1,13999.0,29476.14285714286
615,41,62,2016,11,159000.0,1500.0,0,0,8890.0,26500.0
616,12,75,2013,11,173000.0,1500.0,0,0,6900.0,19222.222222222223
617,11,30,2006,1,226940.0,1400.0,3,0,3299.0,14183.75
618,50,92,2014,4,200000.0,1800.0,2,1,9300.0,25000.0
619,41,80,2014,11,133000.0,1500.0,0,0,7700.0,16625.0
620,12,77,2010,11,230000.0,1500.0,0,0,4350.0,19166.666666666668
621,37,43,2014,5,155000.0,1400.0,3,0,6990.0,19375.0
622,12,101,2013,3,127000.0,1500.0,0,0,7600.0,14111.111111111111
623,37,43,2010,6,25000.0,1300.0,0,0,3490.0,2083.3333333333335
624,34,101,2005,6,245258.0,1998.0,0,0,5899.0,14426.941176470587
625,53,66,2016,10,138000.0,1400.0,4,1,9499.0,23000.0
626,41,80,2016,11,185000.0,1500.0,0,0,11900.0,30833.333333333332
627,3,94,2011,3,231000.0,3000.0,0,1,26500.0,21000.0
628,53,119,2013,11,222000.0,2000.0,0,1,14500.0,24666.666666666668
629,17,52,2015,11,207000.0,1500.0,0,1,8400.0,29571.428571428572
630,36,101,2011,9,190000.0,2488.0,0,1,12400.0,17272.727272727272
631,36,95,2009,9,205000.0,1500.0,0,0,6900.0,15769.23076923077
632,4,9,2014,10,130000.0,2000.0,0,1,18800.0,16250.0
633,45,50,2019,4,13000.0,999.0,4,0,9999.0,4333.333333333333
634,12,75,2015,11,161000.0,1500.0,0,0,8500.0,23000.0
635,17,70,2012,9,181000.0,2000.0,0,1,13100.0,18100.0
636,36,95,2011,3,233000.0,1500.0,0,0,8350.0,21181.81818181818
637,34,72,2007,10,220000.0,1600.0,4,1,4500.0,14666.666666666666
638,53,101,2005,10,198777.0,3000.0,0,1,9999.0,11692.764705882353
639,50,26,2014,11,169000.0,2200.0,0,1,11999.0,21125.0
640,41,107,2017,11,125450.0,1500.0,0,0,9100.0,25090.0
641,21,101,2019,10,19000.0,1600.0,4,1,14990.0,6333.333333333333
642,36,96,2011,3,170000.0,1500.0,0,0,8600.0,15454.545454545454
643,17,51,2009,4,172000.0,1400.0,0,0,4899.0,13230.76923076923
644,45,85,2013,10,145000.0,1200.0,4,0,7999.0,16111.111111111111
645,37,23,2009,11,258000.0,1300.0,0,0,5300.0,19846.153846153848
646,41,80,2012,11,157000.0,1500.0,0,1,6300.0,15700.0
647,17,33,2018,11,148000.0,1500.0,0,1,10990.0,37000.0
648,54,129,2012,3,235000.0,2400.0,0,1,17000.0,23500.0
649,41,80,2011,11,178555.0,1500.0,0,0,6499.0,16232.272727272728
650,53,88,2016,10,147000.0,1400.0,4,1,13490.0,24500.0
651,12,75,2012,11,131000.0,1500.0,0,0,6250.0,13100.0
652,31,10,2007,10,189000.0,1800.0,4,0,4490.0,12600.0
653,41,68,2016,3,125000.0,1500.0,0,1,13500.0,20833.333333333332
654,53,89,2014,10,133000.0,2000.0,4,1,11990.0,16625.0
655,36,95,2013,3,150000.0,1600.0,4,0,8990.0,16666.666666666668
656,25,111,2006,9,206885.0,2500.0,0,1,7950.0,12930.3125
657,36,95,2019,3,84700.0,1500.0,0,1,17900.0,28233.333333333332
658,17,54,2015,10,160000.0,2000.0,5,1,10999.0,22857.14285714286
659,41,107,2013,11,191000.0,1500.0,0,0,8450.0,21222.222222222223
660,41,80,2017,11,176000.0,1500.0,0,1,10990.0,35200.0
661,20,20,2018,10,18000.0,2000.0,2,1,19990.0,4500.0
662,17,101,2016,6,177000.0,1600.0,0,0,12990.0,29500.0
663,32,14,2016,4,158000.0,1500.0,0,1,12990.0,26333.333333333332
664,25,111,2006,9,204555.0,2500.0,0,1,7499.0,12784.6875
665,21,110,2016,10,54000.0,2000.0,2,1,14990.0,9000.0
666,41,42,2016,11,180000.0,1500.0,0,1,8400.0,30000.0
667,53,90,2011,4,177000.0,1200.0,0,0,5800.0,16090.90909090909
668,50,92,2013,4,109111.0,1800.0,2,1,10199.0,12123.444444444445
669,32,48,2007,10,276850.0,2200.0,0,1,8599.0,18456.666666666668
